CustomerKey,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,CLV_Tier
1460077,788,3,12005.5,2,4,5,245,At Risk,Top Value
1460194,354,3,2839.98,4,4,3,443,Loyal,Medium Value
1460501,563,3,23636.45,3,4,5,345,Loyal,Top Value
1460614,757,1,718.0,2,2,1,221,Lost,Low Value
1460919,433,2,1763.78,4,3,2,432,Loyal,Medium Value
1460974,366,3,6531.98,4,4,4,444,Champions,Top Value
1461001,376,2,4021.3799999999997,4,3,3,433,Loyal,Medium Value
1461020,645,1,1350.98,2,2,2,222,Lost,Low Value
1461041,591,2,3209.51,3,3,3,333,Loyal,Medium Value
1461077,736,1,666.6800000000001,2,2,1,221,Lost,Low Value
1461248,613,3,2612.38,2,4,3,243,At Risk,Medium Value
1461316,849,2,7637.0,2,3,5,235,At Risk,Top Value
1461681,158,4,6107.29,5,5,4,554,Champions,Top Value
1461845,402,3,3018.38,4,4,3,443,Loyal,Medium Value
1462148,613,2,4661.52,2,3,4,234,At Risk,Medium Value
1462224,432,3,5957.0,4,4,4,444,Champions,Top Value
1462274,808,1,1773.99,2,2,2,222,Lost,Medium Value
1462312,1541,2,9188.68,1,3,5,135,At Risk,Top Value
1462974,598,1,460.0,3,2,1,321,Loyal,Low Value
1463092,460,1,539.8,3,2,1,321,Loyal,Low Value
1463149,48,1,1816.88,5,2,2,522,Loyal,Medium Value
1463375,1018,1,4374.0,1,2,4,124,Lost,Medium Value
1463606,1,3,6383.35,5,4,4,544,Champions,Top Value
1463715,1709,1,2848.0,1,2,3,123,Lost,Medium Value
1464274,151,4,6846.87,5,5,4,554,Champions,Top Value
1464440,654,2,3277.41,2,3,3,233,At Risk,Medium Value
1464857,356,3,1997.8899999999999,4,4,2,442,Loyal,Medium Value
1464960,1469,1,3345.6,1,2,3,123,Lost,Medium Value
1465108,436,1,666.6700000000001,3,2,1,321,Loyal,Low Value
1465279,451,1,2770.99,3,2,3,323,Loyal,Medium Value
1465283,59,3,6240.58,5,4,4,544,Champions,Top Value
1465462,262,7,12948.6,5,5,5,555,Champions,Top Value
1465552,421,4,7128.72,4,5,4,454,Champions,Top Value
1465813,400,1,4087.0,4,2,4,424,Need Attention,Medium Value
1465827,393,2,1181.28,4,3,2,432,Loyal,Low Value
1465839,400,5,12242.0,4,5,5,455,Champions,Top Value
1466089,430,4,2427.73,4,5,3,453,Loyal,Medium Value
1466160,1117,1,120.0,1,2,1,121,Lost,Low Value
1466166,220,3,6262.3,5,4,4,544,Champions,Top Value
1466422,299,3,11441.81,5,4,5,545,Champions,Top Value
1466506,113,1,8.88,5,2,1,521,Loyal,Low Value
1466528,429,2,6799.71,4,3,4,434,Loyal,Top Value
1466537,397,3,1667.69,4,4,2,442,Loyal,Low Value
1466682,528,1,202.75,3,2,1,321,Loyal,Low Value
1466728,354,2,907.98,4,3,2,432,Loyal,Low Value
1467036,177,3,3623.42,5,4,3,543,Loyal,Medium Value
1467046,566,4,6088.76,3,5,4,354,Loyal,Top Value
1467054,589,2,127.91999999999999,3,3,1,331,Loyal,Low Value
1467088,631,1,299.0,2,2,1,221,Lost,Low Value
1467137,435,2,2094.9700000000003,3,3,2,332,Loyal,Medium Value
1467183,459,1,841.99,3,2,1,321,Loyal,Low Value
1467292,226,2,97.37,5,3,1,531,Loyal,Low Value
1467706,191,4,11186.07,5,5,5,555,Champions,Top Value
1468248,115,4,10188.89,5,5,5,555,Champions,Top Value
1468252,243,3,8141.7,5,4,5,545,Champions,Top Value
1469208,431,1,430.0,4,2,1,421,Loyal,Low Value
1469355,485,3,7128.46,3,4,4,344,Loyal,Top Value
1469379,610,1,957.9,2,2,2,222,Lost,Low Value
1469753,508,3,12737.41,3,4,5,345,Loyal,Top Value
1470025,198,5,5630.92,5,5,4,554,Champions,Top Value
1470076,479,2,3739.79,3,3,3,333,Loyal,Medium Value
1470332,347,3,3439.91,4,4,3,443,Loyal,Medium Value
1470398,929,1,559.0,1,2,1,121,Lost,Low Value
1470640,362,3,3142.13,4,4,3,443,Loyal,Medium Value
1470648,956,2,687.5999999999999,1,3,1,131,Lost,Low Value
1470803,1866,1,10636.41,1,2,5,125,Lost,Top Value
1470908,416,3,18243.370000000003,4,4,5,445,Champions,Top Value
1471107,288,4,18397.95,5,5,5,555,Champions,Top Value
1471304,50,3,3192.5499999999997,5,4,3,543,Loyal,Medium Value
1471397,256,6,17002.64,5,5,5,555,Champions,Top Value
1471544,486,2,5953.42,3,3,4,334,Loyal,Top Value
1472106,638,2,584.99,2,3,1,231,Lost,Low Value
1472188,1157,1,564.54,1,2,1,121,Lost,Low Value
1472278,271,2,5929.97,5,3,4,534,Loyal,Top Value
1472319,274,5,28674.32,5,5,5,555,Champions,Top Value
1472334,726,1,699.0,2,2,1,221,Lost,Low Value
1472355,801,2,4792.26,2,3,4,234,At Risk,Medium Value
1472632,514,3,4175.9400000000005,3,4,4,344,Loyal,Medium Value
1472706,766,3,6910.32,2,4,4,244,At Risk,Top Value
1472731,643,3,10208.92,2,4,5,245,At Risk,Top Value
1472942,94,2,1092.0,5,3,2,532,Loyal,Low Value
1472967,269,3,3561.98,5,4,3,543,Loyal,Medium Value
1473090,893,4,7178.47,1,5,4,154,At Risk,Top Value
1473522,394,4,21250.28,4,5,5,455,Champions,Top Value
1473690,1331,2,3526.96,1,3,3,133,At Risk,Medium Value
1474188,634,2,6251.45,2,3,4,234,At Risk,Top Value
1474189,254,2,648.9499999999999,5,3,1,531,Loyal,Low Value
1474251,375,2,7915.46,4,3,5,435,Loyal,Top Value
1474264,408,3,11316.86,4,4,5,445,Champions,Top Value
1474363,392,3,3102.26,4,4,3,443,Loyal,Medium Value
1474420,363,5,5460.64,4,5,4,454,Champions,Top Value
1474834,415,3,3305.7200000000003,4,4,3,443,Loyal,Medium Value
1475255,844,2,287.94,2,3,1,231,Lost,Low Value
1475591,614,1,1004.0,2,2,2,222,Lost,Low Value
1475761,534,3,10081.17,3,4,5,345,Loyal,Top Value
1475886,1874,1,1930.76,1,2,2,122,Lost,Medium Value
1475900,802,1,7484.19,2,2,4,224,Lost,Top Value
1476356,472,3,831.44,3,4,1,341,Loyal,Low Value
1476450,1845,1,189.98,1,2,1,121,Lost,Low Value
1476600,89,2,3120.06,5,3,3,533,Loyal,Medium Value
1476648,440,2,5018.64,3,3,4,334,Loyal,Top Value
1476747,452,2,1531.3400000000001,3,3,2,332,Loyal,Low Value
1476834,184,3,4564.969999999999,5,4,4,544,Champions,Medium Value
1476967,497,2,1604.25,3,3,2,332,Loyal,Low Value
1477324,281,5,6035.969999999999,5,5,4,554,Champions,Top Value
1477343,44,4,16071.48,5,5,5,555,Champions,Top Value
1477627,597,4,6101.64,3,5,4,354,Loyal,Top Value
1477712,233,3,1859.0300000000002,5,4,2,542,Loyal,Medium Value
1477953,219,4,5482.7,5,5,4,554,Champions,Top Value
1478150,1578,1,55.92,1,2,1,121,Lost,Low Value
1478441,1305,1,257.5,1,2,1,121,Lost,Low Value
1478481,400,2,31543.429999999997,4,3,5,435,Loyal,Top Value
1478631,1814,1,904.95,1,2,2,122,Lost,Low Value
1478691,365,1,824.9300000000001,4,2,1,421,Loyal,Low Value
1479015,1443,1,3140.9700000000003,1,2,3,123,Lost,Medium Value
1479035,1573,1,132.99,1,2,1,121,Lost,Low Value
1479117,243,4,8166.81,5,5,5,555,Champions,Top Value
1479170,471,3,138.07999999999998,3,4,1,341,Loyal,Low Value
1479334,408,3,15503.81,4,4,5,445,Champions,Top Value
1480115,536,2,3203.67,3,3,3,333,Loyal,Medium Value
1480191,1332,2,1994.91,1,3,2,132,Lost,Medium Value
1480257,347,2,4882.55,4,3,4,434,Loyal,Medium Value
1480276,445,2,4961.49,3,3,4,334,Loyal,Top Value
1480378,417,4,7263.46,4,5,4,454,Champions,Top Value
1480712,857,3,11235.369999999999,2,4,5,245,At Risk,Top Value
1480876,150,2,1514.8400000000001,5,3,2,532,Loyal,Low Value
1480890,1259,1,608.98,1,2,1,121,Lost,Low Value
1480971,18,7,15604.289999999999,5,5,5,555,Champions,Top Value
1481042,290,5,7850.98,5,5,5,555,Champions,Top Value
1481067,472,3,3094.97,3,4,3,343,Loyal,Medium Value
1481150,645,2,868.96,2,3,2,232,Lost,Low Value
1481250,579,3,4076.95,3,4,4,344,Loyal,Medium Value
1481578,485,3,619.3299999999999,3,4,1,341,Loyal,Low Value
1482039,96,7,9293.31,5,5,5,555,Champions,Top Value
1482078,792,2,1207.35,2,3,2,232,Lost,Low Value
1482176,431,2,1873.0,4,3,2,432,Loyal,Medium Value
1482325,367,4,2215.27,4,5,3,453,Loyal,Medium Value
1482467,372,3,3371.02,4,4,3,443,Loyal,Medium Value
1482513,452,5,12525.32,3,5,5,355,Loyal,Top Value
1482535,204,3,1534.6299999999999,5,4,2,542,Loyal,Low Value
1482570,500,1,3123.98,3,2,3,323,Loyal,Medium Value
1482586,1877,1,307.45,1,2,1,121,Lost,Low Value
1482831,652,2,1420.98,2,3,2,232,Lost,Low Value
1483091,662,1,3051.99,2,2,3,223,Lost,Medium Value
1483256,431,7,22975.09,4,5,5,455,Champions,Top Value
1483469,471,2,2558.61,3,3,3,333,Loyal,Medium Value
1483567,1711,1,1150.8999999999999,1,2,2,122,Lost,Low Value
1483593,503,2,2386.9,3,3,3,333,Loyal,Medium Value
1483653,405,2,2891.94,4,3,3,433,Loyal,Medium Value
1483885,1366,1,1405.95,1,2,2,122,Lost,Low Value
1484053,599,3,8742.95,3,4,5,345,Loyal,Top Value
1484131,411,3,2373.4300000000003,4,4,3,443,Loyal,Medium Value
1484183,452,6,25791.42,3,5,5,355,Loyal,Top Value
1484343,368,4,13575.13,4,5,5,455,Champions,Top Value
1484427,1151,1,1069.46,1,2,2,122,Lost,Low Value
1484484,386,4,6458.72,4,5,4,454,Champions,Top Value
1484561,90,4,12196.29,5,5,5,555,Champions,Top Value
1484738,365,2,6841.65,4,3,4,434,Loyal,Top Value
1484743,976,1,2630.32,1,2,3,123,Lost,Medium Value
1484805,722,4,9691.99,2,5,5,255,At Risk,Top Value
1484963,243,6,13136.58,5,5,5,555,Champions,Top Value
1484964,8,1,2691.95,5,2,3,523,Loyal,Medium Value
1485014,485,1,6.88,3,2,1,321,Loyal,Low Value
1485404,911,1,1811.56,1,2,2,122,Lost,Medium Value
1485415,485,4,2410.79,3,5,3,353,Loyal,Medium Value
1485548,372,3,4182.85,4,4,4,444,Champions,Medium Value
1486024,362,2,234.6,4,3,1,431,Loyal,Low Value
1486029,68,6,3355.88,5,5,3,553,Loyal,Medium Value
1486156,474,3,1968.81,3,4,2,342,Loyal,Medium Value
1486370,1086,1,1855.0,1,2,2,122,Lost,Medium Value
1486608,886,1,1878.5,1,2,2,122,Lost,Medium Value
1486720,1270,1,9195.19,1,2,5,125,Lost,Top Value
1486762,737,1,15387.76,2,2,5,225,Lost,Top Value
1486787,351,2,2536.95,4,3,3,433,Loyal,Medium Value
1486871,51,2,1340.99,5,3,2,532,Loyal,Low Value
1486879,9,1,1247.99,5,2,2,522,Loyal,Low Value
1486980,159,4,12018.77,5,5,5,555,Champions,Top Value
1487034,1604,1,7052.95,1,2,4,124,Lost,Top Value
1487198,1655,1,68.67,1,2,1,121,Lost,Low Value
1487390,439,3,3967.67,3,4,3,343,Loyal,Medium Value
1487544,397,1,4416.98,4,2,4,424,Need Attention,Medium Value
1487580,1537,1,6493.99,1,2,4,124,Lost,Top Value
1487693,528,2,1110.94,3,3,2,332,Loyal,Low Value
1487794,984,2,1202.18,1,3,2,132,Lost,Low Value
1488083,1132,2,5597.78,1,3,4,134,At Risk,Top Value
1488175,346,2,554.51,4,3,1,431,Loyal,Low Value
1488346,428,1,3649.0,4,2,3,423,Loyal,Medium Value
1488538,647,2,1499.17,2,3,2,232,Lost,Low Value
1488708,421,1,2475.95,4,2,3,423,Loyal,Medium Value
1488734,803,1,850.48,2,2,2,222,Lost,Low Value
1489054,22,8,11783.25,5,5,5,555,Champions,Top Value
1489075,80,3,3296.5,5,4,3,543,Loyal,Medium Value
1489101,1492,1,257.5,1,2,1,121,Lost,Low Value
1489110,1144,3,4150.62,1,4,4,144,At Risk,Medium Value
1489156,414,3,468.94,4,4,1,441,Loyal,Low Value
1489269,417,4,12822.77,4,5,5,455,Champions,Top Value
1489610,746,2,15778.96,2,3,5,235,At Risk,Top Value
1489650,178,1,5231.17,5,2,4,524,Need Attention,Top Value
1490044,968,1,561.9300000000001,1,2,1,121,Lost,Low Value
1490226,360,5,9770.69,4,5,5,455,Champions,Top Value
1490323,360,3,7092.389999999999,4,4,4,444,Champions,Top Value
1490471,421,5,8003.4,4,5,5,455,Champions,Top Value
1490800,879,1,462.0,1,2,1,121,Lost,Low Value
1490808,46,4,4814.05,5,5,4,554,Champions,Medium Value
1491175,421,2,7432.96,4,3,4,434,Loyal,Top Value
1491533,253,2,138.45000000000002,5,3,1,531,Loyal,Low Value
1491550,968,2,1591.98,1,3,2,132,Lost,Low Value
1491708,367,2,1046.99,4,3,2,432,Loyal,Low Value
1491746,424,2,3879.49,4,3,3,433,Loyal,Medium Value
1491814,918,3,7529.0,1,4,5,145,At Risk,Top Value
1491817,433,3,4952.78,4,4,4,444,Champions,Medium Value
1492176,58,10,29985.5,5,5,5,555,Champions,Top Value
1492661,95,4,13894.0,5,5,5,555,Champions,Top Value
1493184,897,1,2040.0,1,2,2,122,Lost,Medium Value
1493457,481,7,26102.13,3,5,5,355,Loyal,Top Value
1493539,184,5,4508.61,5,5,4,554,Champions,Medium Value
1493694,550,1,1499.0,3,2,2,322,Loyal,Low Value
1493760,1732,1,29002.99,1,2,5,125,Lost,Top Value
1493826,960,1,2066.0,1,2,2,122,Lost,Medium Value
1493947,410,3,1090.88,4,4,2,442,Loyal,Low Value
1494306,422,5,8706.57,4,5,5,455,Champions,Top Value
1494972,379,1,2500.79,4,2,3,423,Loyal,Medium Value
1495200,274,4,7482.06,5,5,4,554,Champions,Top Value
1495557,3,3,7444.61,5,4,4,544,Champions,Top Value
1495668,1593,1,1198.0,1,2,2,122,Lost,Low Value
1495710,521,2,5831.0,3,3,4,334,Loyal,Top Value
1495716,387,3,3452.72,4,4,3,443,Loyal,Medium Value
1495792,16,2,1759.28,5,3,2,532,Loyal,Medium Value
1496038,430,1,120.57,4,2,1,421,Loyal,Low Value
1496211,617,3,8390.91,2,4,5,245,At Risk,Top Value
1496288,398,1,50.0,4,2,1,421,Loyal,Low Value
1496323,919,1,6783.0,1,2,4,124,Lost,Top Value
1496360,497,1,32.0,3,2,1,321,Loyal,Low Value
1496507,834,1,53.97,2,2,1,221,Lost,Low Value
1496883,779,1,156.0,2,2,1,221,Lost,Low Value
1497151,746,2,4527.84,2,3,4,234,At Risk,Medium Value
1497629,787,1,629.88,2,2,1,221,Lost,Low Value
1497719,715,4,4077.02,2,5,4,254,At Risk,Medium Value
1497730,424,1,327.99,4,2,1,421,Loyal,Low Value
1497768,800,2,1189.99,2,3,2,232,Lost,Low Value
1498031,718,3,498.25,2,4,1,241,Lost,Low Value
1498135,712,1,199.99,2,2,1,221,Lost,Low Value
1498218,551,4,2618.36,3,5,3,353,Loyal,Medium Value
1498538,487,5,13239.08,3,5,5,355,Loyal,Top Value
1498800,291,3,12164.779999999999,5,4,5,545,Champions,Top Value
1499317,816,2,8295.92,2,3,5,235,At Risk,Top Value
1499462,715,3,4202.62,2,4,4,244,At Risk,Medium Value
1499604,782,1,25447.0,2,2,5,225,Lost,Top Value
1499630,820,1,1617.68,2,2,2,222,Lost,Low Value
1499679,506,4,6157.150000000001,3,5,4,354,Loyal,Top Value
1499911,641,1,2650.13,2,2,3,223,Lost,Medium Value
1500150,634,1,960.99,2,2,2,222,Lost,Low Value
1500269,1173,1,2158.99,1,2,2,122,Lost,Medium Value
1500391,622,3,3848.9,2,4,3,243,At Risk,Medium Value
1501073,531,1,2779.8500000000004,3,2,3,323,Loyal,Medium Value
1501127,159,3,1304.81,5,4,2,542,Loyal,Low Value
1501383,269,2,9374.99,5,3,5,535,Loyal,Top Value
1501439,55,4,13559.38,5,5,5,555,Champions,Top Value
1501443,555,2,4813.95,3,3,4,334,Loyal,Medium Value
1501608,375,2,4239.4400000000005,4,3,4,434,Loyal,Medium Value
1501626,1014,2,8083.57,1,3,5,135,At Risk,Top Value
1501704,1147,1,3879.95,1,2,3,123,Lost,Medium Value
1501746,653,4,10994.34,2,5,5,255,At Risk,Top Value
1501857,474,1,118.23,3,2,1,321,Loyal,Low Value
1502034,396,2,5360.889999999999,4,3,4,434,Loyal,Top Value
1502234,487,5,3724.32,3,5,3,353,Loyal,Medium Value
1502480,239,2,11392.81,5,3,5,535,Loyal,Top Value
1502555,592,2,495.88,3,3,1,331,Loyal,Low Value
1502567,15,3,15954.630000000001,5,4,5,545,Champions,Top Value
1502818,446,4,14426.44,3,5,5,355,Loyal,Top Value
1502837,172,3,4047.17,5,4,3,543,Loyal,Medium Value
1503301,256,5,13644.53,5,5,5,555,Champions,Top Value
1503418,187,3,8154.4400000000005,5,4,5,545,Champions,Top Value
1503489,939,1,3032.0,1,2,3,123,Lost,Medium Value
1503640,856,3,3444.06,2,4,3,243,At Risk,Medium Value
1503831,788,3,37319.88,2,4,5,245,At Risk,Top Value
1503933,55,4,7116.7,5,5,4,554,Champions,Top Value
1504078,282,3,2674.75,5,4,3,543,Loyal,Medium Value
1504102,785,1,684.0,2,2,1,221,Lost,Low Value
1504353,668,2,2512.73,2,3,3,233,At Risk,Medium Value
1504430,786,1,219.95,2,2,1,221,Lost,Low Value
1504616,757,3,9587.51,2,4,5,245,At Risk,Top Value
1504968,390,3,6259.02,4,4,4,444,Champions,Top Value
1505426,540,2,236.98,3,3,1,331,Loyal,Low Value
1505443,501,3,7037.98,3,4,4,344,Loyal,Top Value
1505785,361,1,3.35,4,2,1,421,Loyal,Low Value
1506082,726,1,188.64,2,2,1,221,Lost,Low Value
1506352,1600,1,1349.5,1,2,2,122,Lost,Low Value
1506430,1362,1,2377.45,1,2,3,123,Lost,Medium Value
1506493,353,1,758.0,4,2,1,421,Loyal,Low Value
1506511,949,2,2733.82,1,3,3,133,At Risk,Medium Value
1506603,593,2,8349.85,3,3,5,335,Loyal,Top Value
1506640,467,2,1839.35,3,3,2,332,Loyal,Medium Value
1507007,1221,2,2270.07,1,3,3,133,At Risk,Medium Value
1507090,505,2,2223.5,3,3,3,333,Loyal,Medium Value
1507348,773,1,1971.0,2,2,2,222,Lost,Medium Value
1507400,1093,2,4484.92,1,3,4,134,At Risk,Medium Value
1507519,1321,1,9161.95,1,2,5,125,Lost,Top Value
1507750,1257,2,4332.65,1,3,4,134,At Risk,Medium Value
1507791,1513,1,737.99,1,2,1,121,Lost,Low Value
1507926,298,3,4937.46,5,4,4,544,Champions,Medium Value
1508230,1550,1,759.92,1,2,1,121,Lost,Low Value
1508295,1212,1,2494.95,1,2,3,123,Lost,Medium Value
1508721,386,1,828.56,4,2,1,421,Loyal,Low Value
1509196,593,1,2238.89,3,2,3,323,Loyal,Medium Value
1509250,1668,1,202.29,1,2,1,121,Lost,Low Value
1509335,456,4,6430.02,3,5,4,354,Loyal,Top Value
1509730,544,4,8728.94,3,5,5,355,Loyal,Top Value
1509931,445,2,399.88,3,3,1,331,Loyal,Low Value
1509978,408,5,24007.11,4,5,5,455,Champions,Top Value
1510026,496,2,15792.82,3,3,5,335,Loyal,Top Value
1510144,1334,2,1355.39,1,3,2,132,Lost,Low Value
1510251,22,5,14455.400000000001,5,5,5,555,Champions,Top Value
1510449,964,1,4425.0,1,2,4,124,Lost,Medium Value
1510628,873,3,2966.86,2,4,3,243,At Risk,Medium Value
1510796,260,1,64.9,5,2,1,521,Loyal,Low Value
1511165,763,2,2924.9700000000003,2,3,3,233,At Risk,Medium Value
1511333,407,2,1881.92,4,3,2,432,Loyal,Medium Value
1511494,561,5,10443.95,3,5,5,355,Loyal,Top Value
1512083,230,2,554.51,5,3,1,531,Loyal,Low Value
1512274,2,3,10154.57,5,4,5,545,Champions,Top Value
1512289,149,4,7791.78,5,5,5,555,Champions,Top Value
1512558,395,3,4223.77,4,4,4,444,Champions,Medium Value
1512747,790,2,2044.2,2,3,2,232,Lost,Medium Value
1513100,10,2,2710.88,5,3,3,533,Loyal,Medium Value
1513119,984,2,1703.93,1,3,2,132,Lost,Medium Value
1513290,442,1,897.97,3,2,2,322,Loyal,Low Value
1513428,432,5,6057.02,4,5,4,454,Champions,Top Value
1513448,541,3,5375.25,3,4,4,344,Loyal,Top Value
1513582,537,1,1659.8,3,2,2,322,Loyal,Low Value
1513646,363,2,676.76,4,3,1,431,Loyal,Low Value
1513670,241,1,1275.96,5,2,2,522,Loyal,Low Value
1513795,426,3,2787.92,4,4,3,443,Loyal,Medium Value
1513894,932,1,2780.34,1,2,3,123,Lost,Medium Value
1513963,1518,2,1326.49,1,3,2,132,Lost,Low Value
1514006,1324,1,4335.91,1,2,4,124,Lost,Medium Value
1514093,190,4,4891.91,5,5,4,554,Champions,Medium Value
1514233,787,2,7001.18,2,3,4,234,At Risk,Top Value
1514479,730,2,3956.61,2,3,3,233,At Risk,Medium Value
1514787,275,3,9601.849999999999,5,4,5,545,Champions,Top Value
1514884,400,1,599.96,4,2,1,421,Loyal,Low Value
1514909,1586,1,529.0,1,2,1,121,Lost,Low Value
1515177,148,3,5096.42,5,4,4,544,Champions,Top Value
1515615,347,2,7853.55,4,3,5,435,Loyal,Top Value
1515621,246,3,4032.17,5,4,3,543,Loyal,Medium Value
1515698,1135,1,537.0,1,2,1,121,Lost,Low Value
1516060,388,2,405.09999999999997,4,3,1,431,Loyal,Low Value
1516123,372,2,1575.96,4,3,2,432,Loyal,Low Value
1516541,381,3,6046.59,4,4,4,444,Champions,Top Value
1516646,470,2,8381.74,3,3,5,335,Loyal,Top Value
1516885,393,2,5211.69,4,3,4,434,Loyal,Top Value
1517046,142,3,2888.99,5,4,3,543,Loyal,Medium Value
1517088,528,2,4930.16,3,3,4,334,Loyal,Medium Value
1517199,640,2,10909.58,2,3,5,235,At Risk,Top Value
1517394,855,2,640.05,2,3,1,231,Lost,Low Value
1517504,871,2,14831.28,2,3,5,235,At Risk,Top Value
1517554,43,2,2543.34,5,3,3,533,Loyal,Medium Value
1517642,31,2,899.0,5,3,2,532,Loyal,Low Value
1517700,585,1,6301.42,3,2,4,324,Need Attention,Top Value
1517783,346,2,1319.65,4,3,2,432,Loyal,Low Value
1517872,842,1,2748.64,2,2,3,223,Lost,Medium Value
1518136,372,2,3498.23,4,3,3,433,Loyal,Medium Value
1518244,275,2,780.7,5,3,1,531,Loyal,Low Value
1518437,1005,1,1490.97,1,2,2,122,Lost,Low Value
1518651,167,3,9504.64,5,4,5,545,Champions,Top Value
1519041,733,1,550.0,2,2,1,221,Lost,Low Value
1519236,302,2,9293.13,5,3,5,535,Loyal,Top Value
1519309,234,2,414.96,5,3,1,531,Loyal,Low Value
1519413,417,5,2387.91,4,5,3,453,Loyal,Medium Value
1519854,366,4,4141.57,4,5,4,454,Champions,Medium Value
1520094,484,4,6864.92,3,5,4,354,Loyal,Top Value
1520217,558,1,27.78,3,2,1,321,Loyal,Low Value
1520295,551,2,2509.99,3,3,3,333,Loyal,Medium Value
1520875,755,5,5458.65,2,5,4,254,At Risk,Top Value
1520979,463,3,2523.91,3,4,3,343,Loyal,Medium Value
1521107,367,4,8485.33,4,5,5,455,Champions,Top Value
1521358,341,1,1558.94,5,2,2,522,Loyal,Low Value
1521733,297,9,17474.39,5,5,5,555,Champions,Top Value
1521744,1153,1,897.0,1,2,2,122,Lost,Low Value
1522232,662,1,259.8,2,2,1,221,Lost,Low Value
1522440,411,4,7969.59,4,5,5,455,Champions,Top Value
1522447,466,2,4142.39,3,3,4,334,Loyal,Medium Value
1522483,1222,1,2022.94,1,2,2,122,Lost,Medium Value
1522590,458,4,6466.6900000000005,3,5,4,354,Loyal,Top Value
1522682,600,1,1472.0,3,2,2,322,Loyal,Low Value
1522843,407,3,5345.860000000001,4,4,4,444,Champions,Top Value
1522988,1261,1,215.0,1,2,1,121,Lost,Low Value
1523267,1202,1,3895.95,1,2,3,123,Lost,Medium Value
1523366,278,3,5809.95,5,4,4,544,Champions,Top Value
1523497,444,2,55.66,3,3,1,331,Loyal,Low Value
1523902,410,1,2177.0,4,2,3,423,Loyal,Medium Value
1523947,529,2,829.89,3,3,1,331,Loyal,Low Value
1523982,374,9,29008.84,4,5,5,455,Champions,Top Value
1524144,360,4,7071.84,4,5,4,454,Champions,Top Value
1524428,211,3,7228.42,5,4,4,544,Champions,Top Value
1524438,365,1,415.74,4,2,1,421,Loyal,Low Value
1524450,419,1,12.66,4,2,1,421,Loyal,Low Value
1524551,825,5,10176.24,2,5,5,255,At Risk,Top Value
1524676,998,2,684.91,1,3,1,131,Lost,Low Value
1524756,1,4,2159.83,5,5,2,552,Loyal,Medium Value
1524810,510,1,1939.0,3,2,2,322,Loyal,Medium Value
1524904,358,4,10434.84,4,5,5,455,Champions,Top Value
1525000,871,3,7571.9400000000005,2,4,5,245,At Risk,Top Value
1525002,624,3,3024.26,2,4,3,243,At Risk,Medium Value
1525015,1617,1,5276.0,1,2,4,124,Lost,Top Value
1525125,410,2,1959.49,4,3,2,432,Loyal,Medium Value
1525193,115,6,32925.03,5,5,5,555,Champions,Top Value
1525634,358,2,3756.0299999999997,4,3,3,433,Loyal,Medium Value
1525920,710,1,2266.0,2,2,3,223,Lost,Medium Value
1525943,1445,1,1991.49,1,2,2,122,Lost,Medium Value
1525958,465,3,6865.4,3,4,4,344,Loyal,Top Value
1526098,390,4,5137.7,4,5,4,454,Champions,Top Value
1526191,220,4,1815.19,5,5,2,552,Loyal,Medium Value
1526388,388,5,10774.77,4,5,5,455,Champions,Top Value
1526612,68,5,3255.07,5,5,3,553,Loyal,Medium Value
1526675,284,2,5060.639999999999,5,3,4,534,Loyal,Top Value
1526835,647,2,771.16,2,3,1,231,Lost,Low Value
1526993,416,2,1066.65,4,3,2,432,Loyal,Low Value
1527115,790,1,11.9,2,2,1,221,Lost,Low Value
1527126,393,4,7263.56,4,5,4,454,Champions,Top Value
1527475,773,1,33.0,2,2,1,221,Lost,Low Value
1527714,737,2,4228.5,2,3,4,234,At Risk,Medium Value
1527949,831,1,1359.6999999999998,2,2,2,222,Lost,Low Value
1527995,554,1,7646.84,3,2,5,325,Need Attention,Top Value
1528045,370,1,724.0,4,2,1,421,Loyal,Low Value
1528114,476,1,658.9,3,2,1,321,Loyal,Low Value
1528345,664,1,1504.99,2,2,2,222,Lost,Low Value
1528423,766,1,3792.7,2,2,3,223,Lost,Medium Value
1528439,415,4,2784.87,4,5,3,453,Loyal,Medium Value
1528611,240,3,13351.59,5,4,5,545,Champions,Top Value
1529022,660,1,8850.0,2,2,5,225,Lost,Top Value
1529235,758,2,5421.5,2,3,4,234,At Risk,Top Value
1529263,417,1,6688.9,4,2,4,424,Need Attention,Top Value
1529720,295,1,5296.299999999999,5,2,4,524,Need Attention,Top Value
1529852,463,5,5618.3099999999995,3,5,4,354,Loyal,Top Value
1529853,806,2,3241.4700000000003,2,3,3,233,At Risk,Medium Value
1529909,471,1,3432.98,3,2,3,323,Loyal,Medium Value
1529931,815,2,5543.57,2,3,4,234,At Risk,Top Value
1530535,421,4,4919.38,4,5,4,454,Champions,Medium Value
1530554,431,2,915.34,4,3,2,432,Loyal,Low Value
1530756,299,2,5748.799999999999,5,3,4,534,Loyal,Top Value
1530958,479,2,14648.33,3,3,5,335,Loyal,Top Value
1530975,296,3,7490.5,5,4,4,544,Champions,Top Value
1531024,463,5,13218.79,3,5,5,355,Loyal,Top Value
1531046,782,1,1101.6000000000001,2,2,2,222,Lost,Low Value
1531146,951,2,958.0,1,3,2,132,Lost,Low Value
